SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
100204,0,Cash loans,F,N,Y,1,81000,532494,30699,454500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.009334,-19525,365243,-5077,-1589,,1,0,0,1,1,0,,3,2,2,WEDNESDAY,9,0,0,0,0,0,0,XNA,,0.171535121,0.54065445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
100205,0,Cash loans,F,N,Y,0,63000,808650,26217,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-18302,-1373,-10539,-1210,,1,1,0,1,0,0,Laborers,2,3,3,TUESDAY,11,0,0,0,0,0,0,Housing,,0.046215527,0.549596502,0.1392,0.1753,0.9856,0.8028,0.2698,0,0.3448,0.1667,0.0417,0.0957,0.1135,0.1203,,0.041,0.1418,0.1819,0.9856,0.8105,0.2723,0,0.3448,0.1667,0.0417,0.0979,0.124,0.1253,,0.0434,0.1405,0.1753,0.9856,0.8054,0.2715,0,0.3448,0.1667,0.0417,0.0974,0.1154,0.1224,,0.0419,reg oper account,block of flats,0.1475,"Stone, brick",No,0,0,0,0,-1111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100206,0,Cash loans,M,Y,N,1,157500,318528,25294.5,252000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0228,-12027,-1720,-3867,-4420,12,1,1,0,1,1,1,Drivers,3,2,2,FRIDAY,8,0,0,0,0,1,1,Business Entity Type 3,,0.164258906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100207,0,Cash loans,F,N,Y,0,157500,700830,22738.5,585000,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.01885,-16518,-3592,-3627,-44,,1,1,0,1,0,0,Waiters/barmen staff,2,2,2,SATURDAY,10,0,0,0,0,0,0,Government,,0.671782544,0.593717587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2709,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100208,0,Cash loans,M,N,N,1,180000,888840,29016,675000,Family,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.007114,-12648,-2802,-2109,-4594,,1,1,0,1,0,0,Laborers,3,2,2,FRIDAY,11,0,0,0,0,0,0,Self-employed,0.34271221,0.63445495,0.70620511,0.0351,0.0547,0.9886,0.8436,0.0099,0,0.1034,0.1667,0.2083,,0.0286,0.0451,0.0039,0.0062,0.0357,0.0568,0.9886,0.8497,0.01,0,0.1034,0.1667,0.2083,,0.0312,0.047,0.0039,0.0066,0.0354,0.0547,0.9886,0.8457,0.01,0,0.1034,0.1667,0.2083,,0.0291,0.0459,0.0039,0.0063,reg oper account,block of flats,0.0409,Mixed,No,0,0,0,0,-1127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
100209,1,Revolving loans,M,N,Y,3,180000,540000,27000,540000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.02461,-15326,-1038,-782,-792,,1,1,0,1,0,0,High skill tech staff,5,2,2,THURSDAY,18,0,0,0,0,0,0,Construction,,0.372110259,0.50648424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100210,0,Cash loans,F,N,Y,1,202500,771493.5,25627.5,666000,Unaccompanied,Working,Higher education,Separated,House / apartment,0.005313,-16475,-17,-1225,-25,,1,1,0,1,0,0,Core staff,2,2,2,MONDAY,12,0,0,0,0,0,0,School,,0.621978453,0.744932185,0.1763,0.0933,0.998,,,0.12,0.1034,0.3333,,0.064,,0.0866,,0,0.1796,0.0968,0.998,,,0.1208,0.1034,0.3333,,0.0655,,0.0903,,0,0.178,0.0933,0.998,,,0.12,0.1034,0.3333,,0.0651,,0.0882,,0,,block of flats,0.1562,Panel,No,0,0,0,0,-1488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100211,0,Cash loans,M,N,N,3,225000,746280,49873.5,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006233,-14033,-328,-544,-554,,1,1,1,1,0,0,Cooking staff,5,2,2,TUESDAY,14,0,0,0,1,1,0,Other,,0.575086051,0.307736696,0.0742,,0.9846,,,0.08,0.069,0.3333,,,,0.0757,,0.0169,0.0756,,0.9846,,,0.0806,0.069,0.3333,,,,0.0789,,0.0178,0.0749,,0.9846,,,0.08,0.069,0.3333,,,,0.0771,,0.0172,,block of flats,0.064,Panel,No,0,0,0,0,-534,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
100213,0,Cash loans,F,N,N,2,49500,278460,19930.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-13873,-1282,-632,-5042,,1,1,0,1,0,1,Laborers,4,2,2,SUNDAY,10,0,0,0,0,0,0,Industry: type 3,0.549717141,0.495366089,0.581483706,0.0619,0.053,0.9771,0.6872,0.0078,0,0.1379,0.1667,0.2083,0.0115,,0.054,,0,0.063,0.055,0.9772,0.6994,0.0079,0,0.1379,0.1667,0.2083,0.0118,,0.0563,,0,0.0625,0.053,0.9771,0.6914,0.0079,0,0.1379,0.1667,0.2083,0.0117,,0.055,,0,reg oper account,block of flats,0.0425,Panel,No,0,0,0,0,-2690,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100214,1,Cash loans,F,N,Y,1,202500,436032,28516.5,360000,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.032561,-10127,-111,-1724,-337,,1,1,0,1,1,0,,3,1,1,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.500231493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0,0,0,0,-130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100215,0,Cash loans,F,Y,N,0,90000,227520,8172,180000,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-21703,365243,-9849,-4980,11,1,0,0,1,1,0,,2,2,2,THURSDAY,13,0,0,0,0,0,0,XNA,,0.265311748,0.641368257,0.033,0.0146,0.9692,0.5784,0.0408,0,0.1034,0.125,0.1667,0.0145,0.021,0.038,0.027,0.0296,0.0336,0.0152,0.9692,0.5949,0.0412,0,0.1034,0.125,0.1667,0.0149,0.023,0.0396,0.0272,0.0313,0.0333,0.0146,0.9692,0.584,0.0411,0,0.1034,0.125,0.1667,0.0148,0.0214,0.0387,0.0272,0.0302,reg oper account,block of flats,0.0586,Mixed,No,0,0,0,0,-2028,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
100216,0,Cash loans,F,N,N,0,90000,67500,6705,67500,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.018209,-19785,-9919,-9342,-3310,,1,1,1,1,1,0,Sales staff,2,3,3,TUESDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.620019696,0.709453169,,0.1969,0.143,0.9876,,,0.2,0.1724,0.3333,,0.051,,0.1281,,0.0564,0.2006,0.1484,0.9876,,,0.2014,0.1724,0.3333,,0.0521,,0.1334,,0.0598,0.1988,0.143,0.9876,,,0.2,0.1724,0.3333,,0.0518,,0.1304,,0.0576,,block of flats,0.1658,Panel,No,1,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100217,0,Cash loans,F,N,N,0,180000,254700,25321.5,225000,Family,Working,Secondary / secondary special,Separated,House / apartment,0.00496,-13620,-1403,-5451,-4225,,1,1,0,1,0,1,Laborers,1,2,2,MONDAY,14,0,0,0,0,0,0,Self-employed,0.52163285,0.391435947,0.42765737,0.0082,,0.9518,,,,,0.0417,,,,,,,0.0084,,0.9518,,,,,0.0417,,,,,,,0.0083,,0.9518,,,,,0.0417,,,,,,,,block of flats,0.0015,,No,1,0,1,0,-252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
100218,0,Cash loans,M,Y,Y,0,337500,876078,49050,765000,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.072508,-13210,-225,-7318,-4397,3,1,1,0,1,0,0,Drivers,1,1,1,SATURDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.667166656,0.749409245,0.337672722,,,0.9876,,,,,,,,,0.2256,,0.0063,,,0.9876,,,,,,,,,0.235,,0.0067,,,0.9876,,,,,,,,,0.2296,,0.0065,,block of flats,0.2152,,No,0,0,0,0,-382,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100219,0,Cash loans,M,N,Y,1,315000,2250000,83515.5,2250000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.032561,-11177,-1514,-64,-2793,,1,1,0,1,0,1,Core staff,3,1,1,FRIDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.380091834,0.693357925,,0.4753,0.0694,0.995,,,0.52,0.1724,0.9583,,0.1213,,0.6651,,0.3558,0.4842,0.072,0.995,,,0.5236,0.1724,0.9583,,0.1241,,0.693,,0.3767,0.4799,0.0694,0.995,,,0.52,0.1724,0.9583,,0.1234,,0.6771,,0.3633,,block of flats,0.6216,Monolithic,No,0,0,0,0,-926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
100220,0,Cash loans,F,N,Y,0,225000,1040985,30568.5,909000,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.003818,-14823,-185,-1147,-4138,,1,1,0,1,0,0,Sales staff,1,2,2,TUESDAY,6,0,0,0,0,0,0,Self-employed,,0.626338745,0.6075573,0.0907,0.1012,0.9816,0.7484,,0,0.2069,0.1667,0.2083,,0.074,0.0854,0,0.039,0.0924,0.105,0.9816,0.7583,,0,0.2069,0.1667,0.2083,,0.0808,0.0889,0,0.0413,0.0916,0.1012,0.9816,0.7518,,0,0.2069,0.1667,0.2083,,0.0752,0.0869,0,0.0398,reg oper account,block of flats,0.0681,Panel,No,2,0,2,0,-1898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
100221,0,Cash loans,F,N,Y,0,225000,684054,77494.5,630000,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.006629,-23656,-11883,-7125,-4681,,1,1,0,1,1,0,,1,2,2,TUESDAY,9,0,0,0,0,0,0,Bank,,0.592458969,0.736622698,0.2598,0.1158,0.9791,0.7144,,0,0.2069,0.1667,0.2083,0.0218,0.1765,0.0935,0.1622,0.0319,0.2647,0.1202,0.9791,0.7256,,0,0.2069,0.1667,0.2083,0.0223,0.1928,0.0974,0.1634,0.0338,0.2623,0.1158,0.9791,0.7182,,0,0.2069,0.1667,0.2083,0.0222,0.1796,0.0952,0.163,0.0326,,block of flats,0.0805,Block,No,0,0,0,0,-584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
100224,0,Cash loans,F,Y,Y,2,225000,1256400,36864,900000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019689,-14091,-5664,-8127,-2462,7,1,1,0,1,0,0,,4,2,2,TUESDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.598632112,0.344155007,0.0742,0.0564,0.9826,0.762,0.0044,0.08,0.069,0.3333,0.0417,0.0403,0.0605,0.0762,0,0,0.0756,0.0585,0.9826,0.7713,0.0044,0.0806,0.069,0.3333,0.0417,0.0412,0.0661,0.0794,0,0,0.0749,0.0564,0.9826,0.7652,0.0044,0.08,0.069,0.3333,0.0417,0.041,0.0616,0.0776,0,0,org spec account,block of flats,0.0726,Panel,No,4,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100225,0,Cash loans,M,Y,N,2,157500,720000,28552.5,720000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.030755,-14144,-4516,-1516,-4616,7,1,1,0,1,1,0,Sales staff,4,2,2,THURSDAY,10,0,0,0,0,1,1,Self-employed,,0.72217837,0.634705531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1450,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100226,0,Revolving loans,F,N,N,2,112500,270000,13500,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009657,-13584,-680,-350,-2097,,1,1,0,1,0,0,Sales staff,4,2,2,TUESDAY,16,0,0,0,0,0,0,Self-employed,0.394163266,0.636572249,,0.1148,0.084,0.9945,0.9252,0.0034,0.0932,0.1262,0.3054,0.3471,0.0393,0.0936,0.1036,0,0,0.063,0.0955,0.9975,0.9673,0,0,0.1379,0.375,0.4167,0.0151,0.0551,0.0637,0,0,0.1218,0.0921,0.9975,0.9665,0,0.12,0.1379,0.375,0.4167,0.0206,0.1,0.1027,0,0,reg oper account,block of flats,0.0544,Panel,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100227,0,Cash loans,M,N,N,0,292500,1024740,55719,900000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.006207,-10010,-240,-4629,-2680,,1,1,1,1,1,0,Managers,1,2,2,WEDNESDAY,14,0,0,0,1,1,0,Self-employed,0.41294354,0.634896064,0.297086612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-964,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
100228,0,Cash loans,F,N,N,1,121500,1102500,32364,1102500,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,0.009657,-13957,-410,-5038,-4630,,1,1,1,1,1,0,Laborers,3,2,2,MONDAY,13,0,0,0,0,0,0,Business Entity Type 2,0.741096318,0.408870612,0.425892898,0.0649,0.0935,0.9806,0.7348,,0,0.1379,0.1667,0.2083,0.0805,0.0471,0.0542,0.027,0.0983,0.0662,0.097,0.9806,0.7452,,0,0.1379,0.1667,0.2083,0.0824,0.0514,0.0565,0.0272,0.104,0.0656,0.0935,0.9806,0.7383,,0,0.1379,0.1667,0.2083,0.0819,0.0479,0.0552,0.0272,0.1003,,block of flats,0.0477,"Stone, brick",No,0,0,0,0,-317,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
100229,0,Cash loans,F,N,Y,0,157500,544491,16047,454500,Family,Working,Secondary / secondary special,Married,House / apartment,0.010147,-17947,-5025,-11812,-1505,,1,1,0,1,0,0,Medicine staff,2,2,2,TUESDAY,17,0,0,0,0,0,0,Medicine,,0.641012383,0.759712182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100230,0,Revolving loans,F,N,N,0,135000,405000,20250,405000,Children,Working,Secondary / secondary special,Married,House / apartment,0.008474,-19070,-837,-6789,-2595,,1,1,1,1,0,0,Sales staff,2,2,2,WEDNESDAY,11,0,0,0,0,0,0,Self-employed,0.621555408,0.37154331,0.180887978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,10,0,-481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100231,0,Cash loans,M,Y,Y,1,108000,912240,30276,787500,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.018634,-17850,-2899,-2880,-1400,9,1,1,0,1,0,0,Drivers,3,2,2,THURSDAY,9,0,0,0,0,1,1,Industry: type 3,,0.497301263,0.832785025,0.0701,0.1336,0.9816,,,0,0.1207,0.125,,0.051,0.1009,0.0736,0,0.0011,0.0168,0.1387,0.9737,,,0,0.069,0.0417,,0.0522,0.1102,0.0151,0,0.0012,0.0708,0.1336,0.9816,,,0,0.1207,0.125,,0.0519,0.1026,0.0749,0,0.0011,,block of flats,0.0114,"Stone, brick",No,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
100233,0,Cash loans,F,N,Y,0,216000,679671,28926,607500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,-18341,-701,-9730,-1876,,1,1,0,1,0,0,,2,2,2,WEDNESDAY,10,0,0,0,0,0,0,Transport: type 4,,0.201583682,0.609275667,0.1031,0.0838,0.9826,0.762,0.009,0,0.2069,0.1667,0.2083,0,0.0841,0.0943,0,0,0.105,0.087,0.9826,0.7713,0.0091,0,0.2069,0.1667,0.2083,0,0.0918,0.0982,0,0,0.1041,0.0838,0.9826,0.7652,0.009,0,0.2069,0.1667,0.2083,0,0.0855,0.096,0,0,reg oper account,block of flats,0.0791,Panel,No,1,1,1,0,-2071,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
100234,0,Revolving loans,F,N,N,0,67500,180000,9000,180000,Unaccompanied,Working,Secondary / secondary special,Widow,With parents,0.003069,-16614,-551,-6098,-166,,1,1,0,1,0,0,Core staff,1,3,3,THURSDAY,12,0,0,0,0,0,0,Hotel,,0.583926047,0.716570245,0.0649,0.0787,0.9752,,,0,0.1379,0.1667,,0.0405,,0.0337,,0.0333,0.0662,0.0816,0.9752,,,0,0.1379,0.1667,,0.0414,,0.0352,,0.0353,0.0656,0.0787,0.9752,,,0,0.1379,0.1667,,0.0412,,0.0344,,0.034,,block of flats,0.055,"Stone, brick",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100235,0,Cash loans,F,N,Y,0,135000,364896,19926,315000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-15887,-468,-4604,-3739,,1,1,0,1,0,0,Cooking staff,2,2,2,WEDNESDAY,12,0,0,0,1,0,1,Military,,0.505288174,0.218859082,0.066,0.0891,0.9762,0.6736,0.0079,0,0.1379,0.125,0.1667,0.012,0.0538,0.0499,0,0,0.0672,0.0925,0.9762,0.6864,0.008,0,0.1379,0.125,0.1667,0.0123,0.0588,0.052,0,0,0.0666,0.0891,0.9762,0.678,0.0079,0,0.1379,0.125,0.1667,0.0123,0.0547,0.0508,0,0,not specified,block of flats,0.0436,"Stone, brick",No,1,0,1,0,-736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100236,0,Cash loans,M,Y,Y,0,112500,312768,20353.5,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-23187,-1896,-5213,-4265,21,1,1,0,1,0,0,Laborers,2,2,2,TUESDAY,16,0,0,0,0,1,1,Business Entity Type 2,,0.430618297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,-149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100237,0,Cash loans,F,N,N,2,144000,1288350,37800,1125000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Rented apartment,0.010966,-13803,-281,-640,-3215,,1,1,1,1,1,0,Core staff,4,2,2,SATURDAY,11,1,1,0,1,1,0,Trade: type 3,,0.547036233,0.21762852,0.0186,,0.9995,0.9932,,0,0.069,0.0833,,0.0067,0.0151,0.0192,,0.0076,0.0189,,0.9995,0.9935,,0,0.069,0.0833,,0.0068,0.0165,0.02,,0.008,0.0187,,0.9995,0.9933,,0,0.069,0.0833,,0.0068,0.0154,0.0195,,0.0077,reg oper account,block of flats,0.0167,Panel,No,1,0,1,0,-533,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100238,0,Cash loans,M,Y,Y,2,135000,781920,50148,675000,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-12994,-1330,-2588,-1202,21,1,1,0,1,0,0,Laborers,4,2,2,SUNDAY,12,0,0,0,0,1,1,Business Entity Type 3,0.437289178,0.645633638,0.65452928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100239,0,Cash loans,F,N,Y,1,225000,1483231.5,51687,1354500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-20191,-1699,-6040,-3723,,1,1,0,1,0,1,Accountants,3,2,2,MONDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.853080364,0.757327684,0.130947153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0,-1864,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
100240,0,Cash loans,M,N,Y,2,135000,590337,28530,477000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-11978,-3947,-6005,-4099,,1,1,0,1,1,0,Laborers,4,3,2,SUNDAY,8,0,0,0,0,0,0,Housing,0.244903114,0.62853169,0.121408286,0.083,0.056,0.9816,0.8232,0.0681,0.1,0.1034,0.1875,0.4167,0.1387,0.1278,0.0967,0.0309,0.0158,0.0011,0,0.9762,0.8301,0.0687,0,0.0345,0,0.4167,0.1419,0.1396,0.0009,0.0311,0,0.0838,0.056,0.9816,0.8256,0.0685,0.1,0.1034,0.1875,0.4167,0.1411,0.13,0.0984,0.0311,0.0162,reg oper account,terraced house,0.1955,Wooden,No,4,1,4,1,-155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
100242,0,Cash loans,M,Y,Y,0,90000,101880,10827,90000,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.005144,-20945,-7359,-7395,-4287,11,1,1,1,1,0,0,Drivers,2,2,2,SATURDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.718314238,0.380799683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100243,0,Cash loans,M,N,Y,0,112500,161730,13833,135000,Unaccompanied,Working,Higher education,Married,House / apartment,0.028663,-9720,-573,-689,-2193,,1,1,1,1,1,0,Laborers,2,2,2,SUNDAY,13,0,0,0,0,1,1,Business Entity Type 3,,0.394074925,0.45432106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-1197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
